classification_output_accuracy,classification_output_precision_12,classification_output_recall_12,loss,segmentation_output_accuracy,segmentation_output_iou,segmentation_output_mean_absolute_error,segmentation_output_mean_io_u_12,val_classification_output_accuracy,val_classification_output_precision_12,val_classification_output_recall_12,val_loss,val_segmentation_output_accuracy,val_segmentation_output_iou,val_segmentation_output_mean_absolute_error,val_segmentation_output_mean_io_u_12,learning_rate
0.9689075350761414,0.9745791554450989,0.9632773399353027,0.09164656698703766,0.9762604832649231,0.49219828844070435,0.036394599825143814,0.46809256076812744,0.8374384045600891,0.8383084535598755,0.8300492763519287,0.6148551106452942,0.9678970575332642,0.466297447681427,0.043993983417749405,0.4649423062801361,0.0010000000474974513
0.9600840210914612,0.9671573042869568,0.9552100896835327,0.10245539993047714,0.9760844111442566,0.49052807688713074,0.03666777163743973,0.4677502512931824,0.8497536778450012,0.8564231991767883,0.8374384045600891,0.5314247012138367,0.9689053893089294,0.4687974750995636,0.04065174236893654,0.46530094742774963,0.0010000000474974513
0.9619327783584595,0.9677474498748779,0.9556302428245544,0.10330600291490555,0.9763513207435608,0.49415427446365356,0.03621672838926315,0.46813589334487915,0.8374384045600891,0.8553299307823181,0.8300492763519287,0.5421791672706604,0.968369722366333,0.483794242143631,0.03871101140975952,0.4663713872432709,0.0010000000474974513
0.9711764454841614,0.9750105738639832,0.9672268629074097,0.08244463056325912,0.9770141243934631,0.5012145042419434,0.03524327278137207,0.4684465527534485,0.8399015069007874,0.8436724543571472,0.8374384045600891,0.5822356343269348,0.9688923358917236,0.47994691133499146,0.04090053215622902,0.4658416509628296,0.0010000000474974513
0.9830251932144165,0.9858132004737854,0.9810084104537964,0.054417308419942856,0.9790213704109192,0.5216576457023621,0.03246022015810013,0.4681774377822876,0.8694581389427185,0.8688119053840637,0.8645319938659668,0.4773031175136566,0.9703646302223206,0.4972902536392212,0.03832816332578659,0.46626943349838257,0.00010000000474974513
0.9878991842269897,0.9905429482460022,0.9857982993125916,0.043483518064022064,0.9800156950950623,0.5344434976577759,0.030789345502853394,0.46934768557548523,0.8620689511299133,0.8660049438476562,0.8596059083938599,0.49013659358024597,0.9707451462745667,0.5032525658607483,0.037258535623550415,0.46775683760643005,0.00010000000474974513
0.9889916181564331,0.9913138747215271,0.9878151416778564,0.04017536714673042,0.9806000590324402,0.541755199432373,0.02977721579372883,0.47011062502861023,0.8596059083938599,0.8617283701896667,0.8596059083938599,0.5148580074310303,0.9705411195755005,0.5075443983078003,0.03695675730705261,0.4677058756351471,0.00010000000474974513
0.9926050305366516,0.9932625889778137,0.9910924434661865,0.034991685301065445,0.9808893203735352,0.5463072657585144,0.029232993721961975,0.4703993797302246,0.8620689511299133,0.8656716346740723,0.8571428656578064,0.50516676902771,0.9708346724510193,0.5078331828117371,0.037334661930799484,0.468357652425766,0.00010000000474974513
0.991428554058075,0.992588222026825,0.9903361201286316,0.03513052687048912,0.9811030030250549,0.5485260486602783,0.02889353036880493,0.4706861674785614,0.8571428656578064,0.8621553778648376,0.8472906351089478,0.5007654428482056,0.9708799719810486,0.5062562823295593,0.03700448200106621,0.4683922231197357,0.00010000000474974513
0.994705855846405,0.9955398440361023,0.9941176176071167,0.02880670316517353,0.9813756346702576,0.5519099235534668,0.028472663834691048,0.4714270234107971,0.8620689511299133,0.8656716346740723,0.8571428656578064,0.5325281620025635,0.9709730744361877,0.5110056400299072,0.036596138030290604,0.46950647234916687,0.00010000000474974513
